"Airbnbid","host_id","neighbourhood_group","neighbourhood","latitude","longitude","room_type","price","minimum_nights","number_of_reviews","last_review","reviews_per_month","calculated_host_listings_count","availability_365"
"64107","313317","Brooklyn","Crown Heights","40.6778","-73.94339","Private room","100","3","279","2019-06-24","2.69","1","301"
"64277","311286","Brooklyn","Bedford-Stuyvesant","40.68317","-73.94701","Private room","70","4","18","2019-01-02","0.22","4","189"
"64365","314582","Brooklyn","Crown Heights","40.67586","-73.95155","Private room","60","2","227","2019-06-27","2.27","2","287"
"64707","7310","Manhattan","Little Italy","40.71702","-73.99811","Entire home/apt","90","14","1","2019-01-02","0.16","1","14"
"64837","46978","Manhattan","East Village","40.72321","-73.98157","Private room","68","2","203","2019-06-23","1.96","2","86"
"65019","317809","Manhattan","Upper West Side","40.77956","-73.98098","Entire home/apt","115","2","210","2019-07-06","2.1","1","261"
"65268","319092","Brooklyn","Bedford-Stuyvesant","40.68276","-73.95264","Private room","75","5","64","2019-01-05","0.67","1","68"
"65562","320450","Manhattan","East Village","40.72956","-73.98158","Entire home/apt","129","7","5","2019-01-03","0.15","1","231"
"65615","320761","Brooklyn","Williamsburg","40.71069","-73.95175","Entire home/apt","130","10","49","2019-06-29","0.48","1","152"
"65660","320538","Brooklyn","Williamsburg","40.70863","-73.94641","Entire home/apt","95","4","132","2019-07-07","1.27","1","46"
"65813","321756","Manhattan","Harlem","40.82888","-73.94307","Private room","75","3","20","2019-01-02","0.26","1","364"
"65834","321934","Brooklyn","Park Slope","40.67319","-73.97323","Entire home/apt","175","2","11","2013-05-02","0.11","1","246"
"66008","322884","Brooklyn","Carroll Gardens","40.67846","-73.99443","Entire home/apt","190","3","51","2019-07-01","0.57","1","288"
"66026","322716","Brooklyn","Crown Heights","40.6715","-73.94808","Private room","49","21","15","2019-06-30","0.15","5","331"
"66251","324460","Manhattan","East Village","40.72681","-73.98534","Entire home/apt","212","3","67","2019-06-25","1.31","1","51"
"66275","314941","Manhattan","Lower East Side","40.71904","-73.99392","Private room","95","1","109","2019-06-23","1.11","3","364"
"66451","325389","Brooklyn","Williamsburg","40.71031","-73.9583","Entire home/apt","140","2","9","2019-02-16","0.11","1","254"
"66718","136227","Manhattan","Harlem","40.81322","-73.95306","Entire home/apt","135","6","187","2019-06-23","1.87","1","189"
"66741","327673","Brooklyn","Park Slope","40.67732","-73.98225","Entire home/apt","150","2","214","2019-06-23","2.08","2","263"
"66974","329436","Brooklyn","Gowanus","40.68076","-73.9896","Entire home/apt","190","3","69","2019-07-01","0.79","2","258"
"67288","101597","Manhattan","East Harlem","40.79603","-73.94903","Entire home/apt","124","28","22","2019-06-15","0.26","1","103"
"67299","330347","Brooklyn","Williamsburg","40.71492","-73.96282","Entire home/apt","135","30","56","2019-05-06","0.56","1","42"
"67397","332189","Manhattan","Morningside Heights","40.80393","-73.95838","Private room","122","3","93","2019-06-22","0.93","1","246"
"68099","323517","Manhattan","Upper West Side","40.80082","-73.9652","Private room","109","1","104","2019-06-25","1.05","2","364"
"68305","338454","Manhattan","Harlem","40.82976","-73.94867","Private room","85","30","64","2018-07-06","0.68","1","318"
"68403","240427","Brooklyn","Bedford-Stuyvesant","40.683","-73.91981","Entire home/apt","145","3","127","2019-06-24","1.25","2","72"
"68735","342054","Manhattan","Upper West Side","40.78971","-73.9729","Entire home/apt","195","11","30","2019-06-13","0.32","1","249"
"68765","282655","Brooklyn","Carroll Gardens","40.67817","-73.99495","Entire home/apt","250","2","106","2019-06-27","1.34","3","272"
"68900","343250","Brooklyn","Greenpoint","40.73119","-73.95578","Private room","125","3","6","2016-11-13","0.1","1","325"
"68974","281229","Manhattan","Little Italy","40.71943","-73.99627","Entire home/apt","575","2","191","2019-06-20","1.88","1","298"
"69894","352168","Manhattan","Upper West Side","40.78","-73.98249","Entire home/apt","150","30","48","2019-06-11","0.55","1","35"
"69921","155689","Brooklyn","Bushwick","40.70514","-73.91922","Private room","70","5","47","2019-06-29","0.49","1","203"
"70095","353965","Manhattan","Inwood","40.86713","-73.92811","Private room","90","2","120","2019-06-30","1.27","1","132"
"70128","354330","Manhattan","East Village","40.73198","-73.98881","Private room","65","3","52","2019-01-10","0.63","1","5"
"70609","72062","Manhattan","East Village","40.72542","-73.97986","Entire home/apt","500","2","48","2019-06-16","0.48","4","297"
"71010","361855","Manhattan","Washington Heights","40.83494","-73.93869","Entire home/apt","250","3","32","2019-05-24","0.43","2","276"
"71248","363834","Manhattan","Chinatown","40.71659","-73.98945","Entire home/apt","125","25","43","2019-06-17","0.42","1","102"
"71366","364955","Manhattan","West Village","40.72966","-74.00243","Entire home/apt","200","30","39","2019-06-25","0.44","1","251"
"71384","365153","Brooklyn","Greenpoint","40.72898","-73.95552","Entire home/apt","229","1","50","2014-05-13","0.5","1","188"
"71812","369015","Bronx","Kingsbridge","40.87207","-73.90193","Entire home/apt","90","30","4","2019-01-02","0.35","2","346"
"72265","340692","Brooklyn","Greenpoint","40.72646","-73.95341","Private room","59","3","29","2019-06-16","0.36","1","15"
"74073","211877","Brooklyn","Williamsburg","40.71015","-73.96101","Entire home/apt","195","4","59","2019-06-23","0.6","1","71"
"74240","389924","Brooklyn","Williamsburg","40.71903","-73.9597","Entire home/apt","169","1","68","2019-06-07","0.67","2","215"
"74333","331328","Manhattan","East Harlem","40.80892","-73.93985","Entire home/apt","113","14","26","2015-11-25","0.27","3","253"
"74404","391325","Manhattan","Harlem","40.80276","-73.9567","Entire home/apt","250","14","31","2012-08-22","0.31","1","78"
"74680","265109","Queens","Astoria","40.77635","-73.93426","Entire home/apt","115","2","198","2019-05-31","2.01","1","257"
"75193","308875","Brooklyn","Williamsburg","40.71398","-73.95763","Private room","69","2","220","2019-06-22","2.17","2","8"
"75635","401696","Manhattan","Lower East Side","40.71876","-73.98394","Entire home/apt","150","3","286","2019-06-27","2.81","1","191"
"76761","118971","Brooklyn","South Slope","40.66552","-73.99019","Entire home/apt","169","2","398","2019-06-28","3.97","3","182"
"77765","417504","Brooklyn","Greenpoint","40.73749","-73.95292","Private room","179","3","36","2019-07-01","0.36","28","79"
"77936","134355","Manhattan","Hell's Kitchen","40.76248","-73.9913","Private room","150","3","36","2019-06-14","0.36","1","49"
"79067","425506","Brooklyn","Clinton Hill","40.6848","-73.96219","Entire home/apt","350","6","14","2019-04-20","0.3","1","156"
"79782","430188","Brooklyn","Williamsburg","40.70516","-73.95455","Private room","120","14","76","2019-03-31","0.76","6","343"
"80493","434987","Manhattan","East Village","40.72329","-73.98486","Private room","71","2","182","2019-07-04","1.81","1","200"
"80684","417504","Brooklyn","Greenpoint","40.73776","-73.95327","Private room","349","3","8","2016-03-27","0.09","28","60"
"80700","417504","Brooklyn","Greenpoint","40.73738","-73.95482","Private room","349","3","7","2019-05-24","0.07","28","60"
"80924","438133","Brooklyn","Park Slope","40.67542","-73.98142","Entire home/apt","165","30","34","2018-09-25","0.51","2","189"
"81739","417504","Brooklyn","Greenpoint","40.73842","-73.95312","Private room","249","3","2","2011-05-12","0.02","28","60"
"82550","448312","Brooklyn","Brooklyn Heights","40.69441","-73.99771","Entire home/apt","200","3","80","2019-06-30","0.85","2","106"
"82638","449787","Manhattan","East Village","40.72399","-73.98374","Entire home/apt","169","4","240","2019-06-06","2.4","1","276"
"82928","451545","Brooklyn","Bedford-Stuyvesant","40.6824","-73.94615","Entire home/apt","185","3","46","2019-07-02","1.07","1","248"
"83243","453519","Brooklyn","Bushwick","40.68949","-73.91708","Entire home/apt","65","2","228","2019-06-10","2.27","1","194"
"83446","454756","Brooklyn","Fort Greene","40.68819","-73.97258","Entire home/apt","130","35","5","2018-09-03","0.05","1","135"
"83722","456638","Brooklyn","Williamsburg","40.7205","-73.96015","Entire home/apt","199","30","8","2018-08-26","0.11","1","30"
"84010","417504","Brooklyn","Greenpoint","40.73813","-73.95394","Private room","179","3","13","2019-06-27","0.14","28","81"
"84659","462776","Manhattan","East Village","40.72843","-73.98895","Entire home/apt","139","1","388","2019-06-26","3.88","1","142"
"84905","464506","Manhattan","Two Bridges","40.71271","-73.99776","Private room","95","3","223","2019-06-23","2.22","2","60"
"85094","322716","Brooklyn","Crown Heights","40.66966","-73.94735","Entire home/apt","79","15","11","2019-01-14","0.11","5","179"
"86215","327900","Manhattan","Lower East Side","40.71965","-73.98766","Entire home/apt","150","2","151","2019-06-24","1.51","2","52"
"89427","116599","Brooklyn","Clinton Hill","40.68613","-73.96536","Entire home/apt","650","5","0","","null","3","365"
"89621","209460","Brooklyn","Bedford-Stuyvesant","40.68048","-73.94911","Entire home/apt","90","3","218","2019-06-28","2.26","4","324"
"93313","25183","Brooklyn","Bedford-Stuyvesant","40.68314","-73.93963","Entire home/apt","120","2","75","2019-06-23","0.76","2","237"
"94035","35375","Queens","Astoria","40.75961","-73.91117","Private room","80","1","42","2019-07-06","1.21","2","365"
"94209","503800","Brooklyn","Crown Heights","40.67473","-73.94494","Entire home/apt","100","90","0","","null","1","365"
"94477","478395","Brooklyn","Bedford-Stuyvesant","40.69305","-73.93185","Entire home/apt","175","2","370","2019-07-05","3.74","1","204"
"94783","473113","Brooklyn","Crown Heights","40.67174","-73.95663","Entire home/apt","120","5","104","2019-06-21","1.04","1","272"
"95883","509918","Brooklyn","Bedford-Stuyvesant","40.69465","-73.95458","Entire home/apt","200","5","4","2018-12-26","0.07","1","9"
"96471","116599","Brooklyn","Clinton Hill","40.68413","-73.96542","Private room","165","4","11","2019-06-07","0.11","3","365"
"98330","31374","Manhattan","Kips Bay","40.73877","-73.97707","Entire home/apt","125","4","1","2012-01-03","0.01","3","181"
"98663","520279","Manhattan","Chelsea","40.74893","-73.99544","Entire home/apt","130","30","19","2018-06-11","0.19","1","189"
"99085","522164","Brooklyn","Fort Greene","40.68795","-73.97332","Entire home/apt","123","30","15","2019-05-01","0.15","1","189"
"100002","523218","Manhattan","Washington Heights","40.85295","-73.93361","Private room","67","2","136","2019-06-17","1.37","1","296"
"100184","526653","Queens","Queens Village","40.72413","-73.76133","Private room","50","1","43","2019-07-08","0.45","1","88"
"100186","526805","Brooklyn","Gowanus","40.66918","-73.99187","Entire home/apt","130","7","98","2019-06-28","0.99","1","35"
"102995","178043","Manhattan","Upper West Side","40.78558","-73.9696","Entire home/apt","212","21","45","2018-01-01","0.46","1","35"
"103161","465278","Brooklyn","Williamsburg","40.71577","-73.96053","Entire home/apt","190","3","124","2019-06-26","1.76","1","359"
"103311","417504","Brooklyn","Greenpoint","40.73861","-73.95485","Private room","599","3","9","2018-05-19","0.09","28","60"
"103806","251176","Manhattan","East Village","40.72577","-73.98745","Entire home/apt","249","5","166","2019-05-27","1.68","2","365"
"105469","547386","Queens","Rockaway Beach","40.58615","-73.81245","Private room","70","27","13","2015-09-21","0.13","1","335"
"105510","322716","Brooklyn","Crown Heights","40.67086","-73.94872","Entire home/apt","100","30","15","2019-01-05","0.16","5","282"
"106363","551055","Manhattan","Harlem","40.82773","-73.95231","Private room","60","3","380","2019-06-26","3.83","2","247"
"106647","552679","Brooklyn","Bedford-Stuyvesant","40.68505","-73.95684","Entire home/apt","135","2","86","2019-06-16","0.87","1","102"
"107630","306739","Brooklyn","Greenpoint","40.72911","-73.95493","Entire home/apt","175","3","248","2019-06-20","2.53","3","274"
"107895","3088389","Manhattan","Upper West Side","40.77944","-73.98567","Entire home/apt","120","5","49","2019-06-19","0.56","1","201"
"110739","568568","Manhattan","Midtown","40.74503","-73.98876","Entire home/apt","169","18","54","2019-07-03","0.57","1","98"
"112100","572527","Brooklyn","Crown Heights","40.67539","-73.96093","Entire home/apt","165","7","3","2013-01-01","0.03","1","157"
"112359","571952","Manhattan","Upper East Side","40.78491","-73.9508","Entire home/apt","225","2","56","2018-12-28","0.57","1","312"
"112435","181376","Brooklyn","Fort Greene","40.69088","-73.97307","Private room","95","2","163","2019-05-24","1.66","2","331"
"113265","314582","Brooklyn","Crown Heights","40.67555","-73.95057","Private room","55","2","247","2019-06-21","2.51","2","275"
"113945","275582","Manhattan","Hell's Kitchen","40.75835","-73.99193","Private room","85","10","116","2019-05-11","1.17","1","174"
"114123","579495","Brooklyn","South Slope","40.66527","-73.9886","Entire home/apt","199","14","27","2019-05-19","0.28","2","223"
"114229","314941","Manhattan","Lower East Side","40.71895","-73.99434","Entire home/apt","211","1","52","2019-06-08","0.6","3","361"
"115535","567187","Manhattan","Harlem","40.82399","-73.95328","Private room","65","14","35","2019-06-01","0.35","1","283"
"115678","127772","Manhattan","Harlem","40.81822","-73.94095","Entire home/apt","99","1","320","2019-06-23","3.23","1","220"
"115748","585166","Queens","Astoria","40.76434","-73.92132","Entire home/apt","110","4","30","2019-06-16","0.32","1","363"
"116940","209460","Brooklyn","Crown Heights","40.67705","-73.94925","Entire home/apt","80","3","225","2019-06-24","2.27","4","315"
"117425","593115","Brooklyn","Brooklyn Heights","40.69263","-73.99438","Entire home/apt","150","30","95","2018-05-26","0.96","1","281"
"118061","2248897","Brooklyn","Bedford-Stuyvesant","40.68448","-73.92747","Entire home/apt","110","4","70","2019-06-28","0.75","1","283"
"118430","585458","Manhattan","Chelsea","40.74412","-74.00208","Private room","290","2","35","2019-01-03","0.36","1","20"
"120362","138069","Brooklyn","Williamsburg","40.70665","-73.94061","Entire home/apt","190","4","50","2019-07-02","0.51","1","331"
"121687","262812","Brooklyn","Williamsburg","40.72063","-73.95952","Entire home/apt","200","2","29","2019-06-23","0.31","1","36"
"121861","611716","Brooklyn","Park Slope","40.67644","-73.98082","Entire home/apt","165","2","23","2016-05-02","0.23","2","7"
"123784","617990","Manhattan","Harlem","40.80481","-73.94794","Entire home/apt","110","2","142","2019-06-16","1.44","2","301"
"125053","622460","Manhattan","East Village","40.72533","-73.99143","Entire home/apt","395","2","70","2019-07-01","0.73","1","170"
"125163","622855","Brooklyn","Bedford-Stuyvesant","40.68569","-73.93038","Private room","99","2","38","2019-06-03","0.54","2","307"
"125594","308652","Brooklyn","Kensington","40.64302","-73.97255","Private room","39","1","82","2019-05-19","0.94","2","365"
"126443","627217","Manhattan","East Village","40.72939","-73.98857","Entire home/apt","189","2","403","2019-07-07","4.1","3","201"
